98,1
555,2
973,15
1014,6
1180,1
1296,9
1400,4
1938,1
2040,8
2068,1
2276,5
2306,1
2439,17
2914,14
2941,10
3473,1
3650,3
3883,1
3897,6
3952,4
4019,3
4370,2
4527,51
4790,5
4800,2
4831,1
5527,2
5789,5
5861,17
5989,4
6019,7
6501,1
6622,6
7524,1
7722,4
7954,2
7982,2
8057,1
8226,4
8255,3
8481,1
8677,1
9005,1
9012,13
9117,1
9327,20
9533,1
9731,6
10282,1
10381,1
10528,4
10562,5
10573,2
10858,4
11331,1
11447,4
11556,3
11800,2
12008,3
12798,3
12891,6
13335,2
13392,1
13777,2
13835,2
13959,3
14018,9
14109,4
14253,14
14287,2
14460,2
14506,2
15403,1
15688,1
16152,9
16309,1
16561,2
16892,1
16943,7
17418,1
17445,2
17681,1
17700,2
17761,1
17856,1
18060,5
18067,17
18638,1
18675,36
18722,3
18813,4
19167,3
19310,4
19421,2
19691,6
19894,1
20350,9
20394,1
21050,3
21391,11
21555,1
21666,23
21768,1
22013,1
22051,10
22400,8
22434,3
23036,2
23310,1
23400,7
23823,1
24062,10
24149,4
24459,2
25007,1
25530,2
26234,1
26302,16
26439,3
26448,1
26489,1
26863,24
26906,1
27349,2
27389,1
27450,1
27650,8
27654,3
27702,2
27787,3
27832,1
27952,2
27999,3
28020,25
28042,7
28105,1
28139,2
28297,1
28481,1
28512,3
28544,4
28563,4
29099,4
29166,1
29253,1
29534,6
29731,1
29769,11
29917,7
29978,3
30353,3
30952,2
31333,8
31717,1
32429,1
32496,10
32542,2
32961,1
33325,2
33481,2
33634,4
34194,4
34252,1
34371,1
34594,3
35115,7
35124,8
35231,1
35354,2
35882,6
35962,1
36444,8
36448,4
36558,4
36722,13
36951,4
36984,14
37076,4
37109,2
37125,3
37164,2
37252,1
37510,2
37536,1
37716,2
37907,1
37964,4
38006,2
38183,1
38355,3
38622,1
38741,1
38781,1
38824,1
39066,1
39078,1
39175,1
39231,3
39534,1
39813,17
40038,8
40150,21
40415,5
40831,1
41170,3
41330,1
41531,23
41961,3
42418,1
42866,2
42971,23
43288,2
43364,1
43426,1
43611,31
43901,21
43914,2
44117,3
44243,1
44250,2
44853,3
44896,1
44984,6
45024,1
45138,2
45222,1
45252,1
45291,2
45600,1
45868,4
45988,2
46044,2
46467,2
46625,3
46627,11
46688,6
46811,2
46930,4
46967,8
47028,11
47095,1
47236,2
47503,1
47510,1
47545,2
47686,1
47694,1
47817,2
48195,1
48430,4
48636,4
48804,14
48978,1
49077,1
49400,1
49590,11
49747,1
49963,2
50357,7
50563,15
50639,17
50858,3
51039,1
51447,7
51618,26
51701,1
51831,10
51981,1
52091,1
52234,4
52243,12
52724,1
52918,5
53421,2
53552,3
53626,3
53849,1
53864,12
53866,1
53897,30
54096,1
54358,1
54368,5
54409,1
54590,3
55193,4
55431,4
55872,3
55878,19
55966,1
56017,1
56254,2
56351,10
56430,8
56544,1
57314,1
57423,1
57495,1
57594,2
57924,2
58051,16
58077,2
58131,1
58152,1
58193,1
58396,6
58403,1
58603,2
58605,10
58651,2
58758,8
58855,2
59036,1
59116,1
59138,2
59163,5
59388,2
59661,1
60741,8
60798,4
60881,2
61019,1
61500,1
61522,1
61752,18
61909,7
62087,1
62331,2
62863,1
63018,1
63228,7
63326,6
63343,6
63349,1
63391,8
63651,5
63737,1
63813,1
63974,10
63995,1
64259,1
64290,1
64349,5
64451,2
64515,1
64600,18
64982,2
65221,2
65380,14
65599,1
65657,1
65909,1
66093,3
66118,1
66449,1
66644,5
66899,1
67045,3
67128,1
67218,15
67915,8
67992,1
68065,14
68452,35
68514,1
68585,2
68597,2
68843,6
69041,7
69336,6
69350,4
69414,1
69634,2
69708,3
69728,3
69814,1
70130,16
70235,1
70514,3
70578,8
70684,4
70931,2
71356,2
71492,1
71555,4
71614,5
71718,1
72191,2
72245,1
72466,2
72487,1
72783,1
72792,2
73058,1
73231,6
73371,1
73751,2
73770,3
73901,1
74315,1
74405,29
74406,7
74535,2
74717,3
75395,4
75920,1
76077,3
76109,1
76147,2
76208,4
76545,7
76615,2
76834,3
76895,3
76991,2
77117,3
77165,1
77446,2
77484,2
77517,3
77566,34
77871,3
77883,2
78009,36
78034,2
78182,8
78331,3
78597,1
78607,2
78889,1
79258,2
79367,9
79385,2
79436,2
79511,1
79534,1
79880,3
80016,5
80149,8
80218,1
80283,3
80366,1
80461,1
80545,3
80736,2
80772,1
80874,2
81245,1
81427,1
81662,1
81697,9
81825,3
82114,1
82411,1
82459,5
82749,4
82780,7
83000,3
83032,9
83048,1
83532,14
83652,4
84054,1
84231,14
84689,3
84713,9
85106,4
85132,1
85223,2
85364,1
85680,1
85735,7
85807,1
85920,3
86035,1
86094,1
86177,1
86272,3
87095,11
87336,2
87723,4
88143,1
88186,4
88650,3
89034,1
89105,1
89333,5
89588,2
89616,2
89713,10
89755,3
89771,1
90115,2
90223,2
90496,1
90745,12
90874,15
90929,18
91064,4
91130,1
91199,7
91306,13
91309,1
91337,1
91380,4
91574,2
91676,10
91851,1
92062,2
92335,3
92732,1
92773,1
93064,2
93171,1
93217,2
93225,3
93510,5
93555,3
93670,8
93777,5
94014,1
94127,1
94153,10
94310,7
94406,1
94712,4
95024,1
95280,4
95375,4
95727,7
95761,1
95851,2
95855,1
96120,3
96273,1
96313,1
96439,1
96590,2
96724,4
96837,1
96841,1
97116,1
97199,1
97329,4
97551,1
98067,1
98610,2
98617,5
98752,1
98956,1
98968,2
99394,1
99435,6
99613,6
99696,2
99878,2
100080,1
100137,1
100526,12
100650,1
101005,1
101110,14
101359,4
101704,7
102092,10
102127,1
102592,1
102822,1
102824,1
102992,1
103214,1
103509,1
103853,2
103882,1
103933,2
104050,15
104751,2
105272,1
105329,1
105404,3
105476,1
105785,4
105841,1
105918,39
106197,3
106340,9
106580,4
106590,2
106720,1
107076,1
107312,6
107594,1
107685,8
107913,2
108718,62
108890,11
108981,4
109025,2
109031,3
109850,1
110403,2
111125,3
111579,8
111628,1
111701,1
111858,1
111921,1
112045,34
112290,1
112550,18
112556,1
112592,1
112651,3
112765,4
112810,1
112918,1
113038,4
113810,3
113883,10
114021,3
114024,3
114244,1
114584,1
114616,2
114842,1
114844,3
114853,4
114952,6
115300,11
115492,2
115507,1
115617,5
115933,1
116515,7
116684,10
116825,6
116875,13
116908,1
117022,1
117134,1
117176,8
117375,2
117511,2
117781,17
117891,1
118080,1
118413,2
118708,11
118725,3
118915,9
119330,2
119548,1
119652,1
119880,1
120328,1
120399,2
120546,2
120918,8
120984,1
121050,1
121097,2
121115,1
121117,9
121140,46
121429,16
121722,2
122134,6
122395,1
122704,3
122963,8
123288,1
123598,1
123800,1
123889,6
124011,4
124401,1
124780,5
125260,1
125328,1
125518,2
126022,2
126082,1
126499,1
126997,1
127014,2
127129,4
127415,2
127562,2
127806,13
128287,12
128778,19
129028,30
129382,1
129651,2
129958,1
130023,1
130056,1
130283,32
130423,1
130564,1
130592,1
130655,3
130736,1
130804,2
130825,5
131068,1
131070,1
131080,5
131142,4
131176,3
131238,2
131376,1
131708,1
131856,4
131951,3
131978,2
132238,2
132475,3
132559,4
133085,1
133182,17
133204,1
133446,1
133544,17
133704,2
134052,2
134089,3
134354,6
134437,18
134522,11
134626,3
134715,13
134942,5
135000,16
135580,2
135764,13
135857,1
136151,5
136159,5
136325,1
136417,1
136571,5
136619,1
136898,1
136933,5
136976,17
137143,1
137178,15
137252,1
137323,1
137361,7
137525,2
137583,2
137907,1
138087,2
138633,4
138895,32
139002,13
139005,1
139116,3
139360,2
139472,4
140527,3
140601,3
140624,3
140637,9
140655,3
140682,1
140693,6
140753,1
141005,2
141025,2
141255,1
141290,4
141540,5
141848,1
142087,4
142970,2
143323,2
143934,3
144157,5
144205,3
144311,1
144474,1
144601,1
144684,4
144697,3
144892,3
145197,5
145531,4
145550,2
146131,1
146376,2
146413,1
146473,5
146516,6
146539,2
146569,8
146933,5
146976,1
147372,3
147518,1
148233,1
148697,8
148738,1
148790,1
148934,1
149313,2
149408,7
149693,1
150013,1
150354,1
150484,2
150708,5
150939,3
151085,2
151138,2
151251,1
151394,23
151434,1
151489,2
151573,3
151979,13
152095,2
152132,10
152216,2
152256,4
152702,2
152870,8
152927,2
152967,1
153015,4
153387,12
153404,2
153561,5
153683,4
153830,1
153922,5
154145,1
154349,2
154546,5
154648,1
154726,9
154788,3
155104,3
155163,1
155373,2
155634,2
155706,2
156103,1
156430,8
156735,1
156762,7
156967,3
157181,1
157686,1
158030,1
158087,4
158204,1
158426,1
158445,1
159729,2
159763,6
160320,2
160419,1
160658,2
161264,3
161330,1
161652,2
161681,1
161759,3
161769,23
161829,2
161868,1
162309,9
162623,18
164036,1
164176,1
164231,1
164643,2
164735,2
164951,2
165075,3
165668,14
165796,3
166005,1
166044,1
166116,2
166184,1
166350,1
166698,1
166737,3
167138,7
167210,1
167340,17
167423,1
167460,7
167537,1
167664,1
167867,1
167893,1
167964,1
168265,4
168534,10
168981,9
169357,2
169987,2
170003,1
170303,4
170325,1
170391,1
170415,10
170425,1
170509,3
170624,5
170756,8
171071,4
171175,3
171252,5
171262,1
171569,7
171654,1
171887,3
171955,14
172469,1
172498,1
172636,3
172652,5
172752,4
172968,3
173089,176
173530,1
173559,1
174014,2
174056,1
174201,1
174353,10
174656,1
175243,3
175733,1
176086,9
176401,2
176703,7
176951,1
176976,2
177333,1
177563,4
177795,1
178401,6
178427,2
178609,7
178832,1
178890,2
179370,1
179675,1
179838,1
179894,5
179955,39
179972,4
179986,8
180010,4
180012,7
180234,1
180298,2
180350,41
180358,6
180719,1
180969,6
181217,1
181411,2
181596,11
181615,4
181918,8
182038,11
182094,1
182433,3
182555,4
182577,1
182715,4
182974,2
183115,1
183190,4
183314,4
184502,4
184570,1
184771,3
184792,1
184793,1
184844,2
184856,9
184872,1
184937,24
184998,2
185045,5
185112,1
185165,1
185431,21
185451,2
185540,3
185823,5
186186,10
186454,1
186533,6
186721,1
186731,2
187095,19
187211,1
187221,3
187266,2
187321,1
187381,7
187698,2
188165,14
188198,2
188403,3
188648,3
188682,8
188744,1
189506,2
189546,3
189609,2
189951,4
190101,4
190523,2
190671,2
190684,59
190787,3
190805,1
190941,2
191326,1
191406,1
191496,1
191582,1
191699,2
191757,10
191876,1
192193,154
192463,2
192610,1
192890,2
192974,1
193025,1
193076,10
193422,1
193528,5
193731,3
193913,4
194073,1
194141,1
194275,1
194718,11
194813,3
194850,3
194947,4
194966,1
195119,3
195169,11
195195,4
195243,1
195581,1
195648,6
196092,2
196116,1
196203,15
196286,1
196314,1
196452,1
196458,1
196894,34
196969,1
197033,2
197133,2
197202,1
197254,1
197395,4
197713,1
197951,67
198355,3
198565,2
198611,7
198709,2
198847,1
198908,1
199064,2
199287,6
199301,1
199353,11
199428,5
199552,12
199744,10
200329,1
200330,9
200579,2
200587,2
200677,7
200688,5
200697,2
200876,1
201298,4
201372,4
201461,2
201474,1
201843,2
201906,1
201960,1
202022,4
202176,2
202186,1
202252,1
202269,1
202438,6
202572,7
202616,2
202648,1
202719,2
202941,4
203039,1
203250,2
203384,2
203412,10
203570,2
203598,3
203830,8
204030,2
204184,1
204288,8
204335,8
204390,1
204622,1
204902,6
205555,1
205686,7
206282,1
206399,5
206641,16
206723,1
206782,10
206811,1
207007,6
207021,1
207141,2
207250,1
207799,10
208228,1
208236,1
208575,2
208618,1
209205,16
209228,3
209612,1
209703,6
209879,44
209954,9
210047,28
210078,59
210196,3
210236,1
210272,1
210908,5
211453,6
211472,1
211517,1
212079,3
212366,1
212422,1
212427,7
212591,4
212992,3
213294,2
213390,2
213540,4
213759,1
213760,1
213894,3
213991,2
214177,2
214366,2
214601,1
214676,2
214968,1
215029,1
215258,8
215425,5
215621,1
215728,1
215776,2
216085,2
216224,1
216249,9
216340,7
216403,9
216436,1
216546,1
216604,1
216768,2
217194,1
218478,3
218532,2
218589,5
218635,8
218846,1
219284,1
219366,1
219603,2
219650,16
219715,8
219758,1
220028,2
221263,1
221276,5
221833,1
222490,2
222632,50
222915,1
222979,17
223146,4
223226,1
223411,2
223694,1
224173,11
224517,4
